id,propositions,nl_sentence,dataset_tl
3150,"['venture_house', 'pick_up_peach']",whenever venture house until when possible pick up peach,F(venture_house)UF(pick_up_peach)
4644,"['put_in_bucket', 'pick_up_apple']",put in bucket or at any time pick up apple,put_in_bucket|F(pick_up_apple)
1541,"['go_by_waste_basket', 'reach_flag']",at some time go by waste basket and at some time reach flag,F(go_by_waste_basket)&F(reach_flag)
2627,"['visit_flag', 'journey_by_house']",at some time visit flag and when possible journey by house,F(visit_flag)&F(journey_by_house)
2539,"['be_at_house', 'go_near_flag']",at any time be at house or when possible go near flag,F(be_at_house)|F(go_near_flag)
2649,"['shift_to_flag', 'collect_apple']",at some time shift to flag and at any time collect apple,F(shift_to_flag)&F(collect_apple)
2941,"['grab_pear', 'grab_orange']",when possible grab pear and at any time grab orange,F(grab_pear)&F(grab_orange)
3429,"['travel_to_flag', 'go_to_peach']",whenever travel to flag or when possible go to peach,F(travel_to_flag)|F(go_to_peach)
2987,"['move_towards_trash_can', 'haul_pear']",move towards trash can or when possible haul pear,move_towards_trash_can|F(haul_pear)
4403,"['drop_orange', 'go_to_apple']",never drop orange and whenever go to apple,G(~(drop_orange))&F(go_to_apple)
4368,"['go_by_tree', 'getting_pear']",at some time go by tree or when possible getting pear,F(go_by_tree)|F(getting_pear)
1469,"['get_near_flag', 'drop_pear']",when possible get near flag or drop pear,F(get_near_flag)|drop_pear
1756,"['make_way_waste_basket', 'move_to_trashcan']",when possible make way waste basket until move to trashcan,F(make_way_waste_basket)Umove_to_trashcan
3956,"['get_close_flag', 'pick_up_orange']",at any time get close flag or pick up orange,F(get_close_flag)|pick_up_orange
1861,"['go_by_waste_basket', 'present_at_flag']",when possible go by waste basket or at some time present at flag,F(go_by_waste_basket)|F(present_at_flag)
1376,"['withhold_apple', 'secure_apple']",at any time withhold apple and secure apple,F(withhold_apple)&secure_apple
1577,"['go_by_waste_bin', 'go_by_waste_bin']",go by waste bin until go by waste bin,go_by_waste_binUgo_by_waste_bin
2554,"['be_near_tree', 'go_visit_house']",whenever be near tree or when possible go visit house,F(be_near_tree)|F(go_visit_house)
2611,"['make_your_way_flag', 'grasp_apple']",at any time make your way flag or when possible grasp apple,F(make_your_way_flag)|F(grasp_apple)
1437,"['make_way_waste_basket', 'get_near_flag']",at any time make way waste basket or at some time get near flag,F(make_way_waste_basket)|F(get_near_flag)
1090,"['advance_to_tree', 'spend_time_at_tree']",advance to tree and when possible spend time at tree,advance_to_tree&F(spend_time_at_tree)
5802,"['go_to_peach', 'go_by_trash_can']",at some time go to peach and always go by trash can,F(go_to_peach)&G(go_by_trash_can)
1482,"['going_to_house', 'gather_apple']",whenever going to house or gather apple,F(going_to_house)|gather_apple
1583,"['venture_towards_house', 'reach_flag']",venture towards house or when possible reach flag,venture_towards_house|F(reach_flag)
5585,"['grasp_pear', 'visit_tree']",at some time grasp pear or visit tree,F(grasp_pear)|visit_tree
4697,"['go_near_flag', 'take_orange']",at any time go near flag and take orange,F(go_near_flag)&take_orange
1362,"['get_hold_apple', 'seize_pear']","when at some time get hold apple , whenever seize pear",F(get_hold_apple)->F(seize_pear)
1501,"['approach_trash_can', 'have_pear']","if approach trash can , at some time have pear",approach_trash_can->F(have_pear)
2470,"['stop_by_house', 'come_to_tree']",at any time stop by house and come to tree,F(stop_by_house)&come_to_tree
1531,"['go_by_waste_bin', 'venture_to_house']",go by waste bin or whenever venture to house,go_by_waste_bin|F(venture_to_house)
1711,"['secure_apple', 'reach_flag']",secure apple can infer that whenever reach flag,secure_apple->F(reach_flag)
4898,"['start_going_to_tree', 'acquire_pear']",at any time start going to tree or whenever acquire pear,F(start_going_to_tree)|F(acquire_pear)
2893,"['come_home', 'take_apple']",at any time come home and take apple,F(come_home)&take_apple
1917,"['take_pear', 'let_go_orange']",take pear or never let go orange,take_pear|G(~(let_go_orange))
1423,"['reach_flag', 'drop_apple']",at any time reach flag and never drop apple,F(reach_flag)&G(~(drop_apple))
3663,"['move_to_house', 'pass_by_waste_receptacle']",move to house and when possible pass by waste receptacle,move_to_house&F(pass_by_waste_receptacle)
3607,"['go_by_tree', 'go_near_pear']",at any time go by tree and when possible go near pear,F(go_by_tree)&F(go_near_pear)
1416,"['get_hold_orange', 'snatch_pear']",whenever get hold orange or at some time snatch pear,F(get_hold_orange)|F(snatch_pear)
2363,"['take_to_trashcan', 'snag_orange']",take to trashcan or when possible snag orange,take_to_trashcan|F(snag_orange)
5698,"['make_contact_flag', 'get_hold_orange']",at some time make contact flag or at any time get hold orange,F(make_contact_flag)|F(get_hold_orange)
4767,"['come_home', 'go_to_flag']",when possible come home and whenever go to flag,F(come_home)&F(go_to_flag)
2746,"['take_apple', 'move_past_trash_can']",take apple or whenever move past trash can,take_apple|F(move_past_trash_can)
4915,"['secure_pear', 'be_at_flag']",whenever secure pear and whenever be at flag,F(secure_pear)&F(be_at_flag)
1083,"['journey_by_flag', 'get_to_flag']",whenever journey by flag or at any time get to flag,F(journey_by_flag)|F(get_to_flag)
1188,"['obtain_apple', 'acquire_apple']",at some time obtain apple until acquire apple,F(obtain_apple)Uacquire_apple
1033,"['journey_by_flag', 'drop_orange']",at some time journey by flag and never drop orange,F(journey_by_flag)&G(~(drop_orange))
1173,"['visit_trash_bin', 'keep_apple']",at any time visit trash bin or keep apple,F(visit_trash_bin)|keep_apple
3446,"['go_to_peach', 'venture_to_flag']",whenever go to peach or whenever venture to flag,F(go_to_peach)|F(venture_to_flag)
2303,"['take_to_trashcan', 'let_go_orange']",take to trashcan or don't let go orange,take_to_trashcan|~(let_go_orange)
1538,"['venture_to_house', 'bring_pear']",at any time venture to house or whenever bring pear,F(venture_to_house)|F(bring_pear)
2118,"['grab_hold_pear', 'come_to_tree']",grab hold pear or come to tree,grab_hold_pear|come_to_tree
1152,"['present_at_flag', 'go_by_waste_basket']",at some time present at flag or whenever go by waste basket,F(present_at_flag)|F(go_by_waste_basket)
2097,"['migrate_to_tree', 'go_to_trashcan']",at any time migrate to tree and when possible go to trashcan,F(migrate_to_tree)&F(go_to_trashcan)
3343,"['go_to_bucket', 'drop_apple']",go to bucket and never drop apple,go_to_bucket&G(~(drop_apple))
1173,"['take_orange', 'collect_apple']",take orange and whenever collect apple,take_orange&F(collect_apple)
3959,"['getting_pear', 'venture_to_waste_basket']",when possible getting pear or when possible venture to waste basket,F(getting_pear)|F(venture_to_waste_basket)
3888,"['approach_tree', 'go_to_waste_basket']",approach tree and repeatedly go to waste basket,approach_tree&G(F(go_to_waste_basket))
1176,"['go_by_house', 'seize_apple']",at any time go by house or seize apple,F(go_by_house)|seize_apple
1027,"['contact_house', 'make_your_way_flag']",when possible contact house or at any time make your way flag,F(contact_house)|F(make_your_way_flag)
2000,"['have_in_orange', 'let_go_orange']",always have in orange or don't let go orange,G(have_in_orange)|~(let_go_orange)
3407,"['travel_by_tree', 'stand_by_tree']",at some time travel by tree and when possible stand by tree,F(travel_by_tree)&F(stand_by_tree)
1854,"['get_near_flag', 'stop_by_house']",at some time get near flag and at any time stop by house,F(get_near_flag)&F(stop_by_house)
1717,"['drop_apple', 'secure_apple']",never drop apple and secure apple,G(~(drop_apple))&secure_apple
5031,"['get_hold_of_pear', 'travel_house']",get hold of pear and at any time travel house,get_hold_of_pear&F(travel_house)
1763,"['let_go', 'proceed_to_tree']",never let go and at some time proceed to tree,G(~(let_go))&F(proceed_to_tree)
1266,"['go_by_waste_bin', 'drop_apple']",go by waste bin and never drop apple,go_by_waste_bin&G(~(drop_apple))
5429,"['get_hold_of_pear', 'go_past_house']",get hold of pear or whenever go past house,get_hold_of_pear|F(go_past_house)
1011,"['got_to_house', 'lay_hold_of_apple']",at some time got to house or at some time lay hold of apple,F(got_to_house)|F(lay_hold_of_apple)
3913,"['travel_to_flag', 'obtain_apple']",at some time travel to flag or at some time obtain apple,F(travel_to_flag)|F(obtain_apple)
4400,"['collect_orange', 'scoop_up_apple']","if at some time collect orange , at any time scoop up apple",F(collect_orange)->F(scoop_up_apple)
1334,"['secure_apple', 'withhold_apple']",secure apple or at some time withhold apple,secure_apple|F(withhold_apple)
3325,"['be_at_house', 'stop_by_trash_can']",at any time be at house or when possible stop by trash can,F(be_at_house)|F(stop_by_trash_can)
1755,"['collect_pear', 'hold_orange']",collect pear and hold orange,collect_pear&hold_orange
2000,"['reach_flag', 'go_by_waste_basket']",at some time reach flag until whenever go by waste basket,F(reach_flag)UF(go_by_waste_basket)
4074,"['move_past_trash_can', 'be_at_house']",when possible move past trash can and when possible be at house,F(move_past_trash_can)&F(be_at_house)
1109,"['hold_orange', 'let_go_pear']",hold orange until don't let go pear,hold_orangeU~(let_go_pear)
1104,"['bring_pear', 'go_by_waste_basket']",at any time bring pear or when possible go by waste basket,F(bring_pear)|F(go_by_waste_basket)
2754,"['reach_trash_can', 'get_orange']",reach trash can or at some time get orange,reach_trash_can|F(get_orange)
1142,"['go_by_waste_basket', 'venture_towards_house']",at some time go by waste basket or venture towards house,F(go_by_waste_basket)|venture_towards_house
3688,"['grab_orange', 'walk_near_flag']",when possible grab orange and when possible walk near flag,F(grab_orange)&F(walk_near_flag)
3758,"['go_by_trash_can', 'get_orange']","when always go by trash can , whenever get orange",G(go_by_trash_can)->F(get_orange)
4152,"['go_near_pear', 'gather_orange']",whenever go near pear and gather orange,F(go_near_pear)&gather_orange
5937,"['take_possession_of_bear', 'grab_orange']",whenever take possession of bear or when possible grab orange,F(take_possession_of_bear)|F(grab_orange)
1592,"['venture_to_house', 'drop_apple']",when possible venture to house until never drop apple,F(venture_to_house)UG(~(drop_apple))
2996,"['go_to_waste_basket', 'venture_to_trash_can']",repeatedly go to waste basket until venture to trash can,G(F(go_to_waste_basket))Uventure_to_trash_can
1579,"['reach_flag', 'venture_towards_house']",when possible reach flag and venture towards house,F(reach_flag)&venture_towards_house
4804,"['move', 'touch_tree']",always move or at any time touch tree,G(move)|F(touch_tree)
2317,"['come_to_tree', 'got_to_house']",come to tree or at some time got to house,come_to_tree|F(got_to_house)
1317,"['go_by_trash_can', 'approach_house']",forever go by trash can and at any time approach house,G(go_by_trash_can)&F(approach_house)
1934,"['go_by_waste_bin', 'go_by_waste_basket']",go by waste bin or at any time go by waste basket,go_by_waste_bin|F(go_by_waste_basket)
4374,"['proceed_to_house', 'let_go_orange']",whenever proceed to house can infer that never let go orange,F(proceed_to_house)->G(~(let_go_orange))
1905,"['take_pear', 'grab_apple']",take pear and whenever grab apple,take_pear&F(grab_apple)
2267,"['travel_to_flag', 'venture_house']",at some time travel to flag or at any time venture house,F(travel_to_flag)|F(venture_house)
5816,"['contact_flag', 'pick_up_pear']",whenever contact flag until pick up pear,F(contact_flag)Upick_up_pear
4756,"['go_to_peach', 'snatch_pear']",at some time go to peach or at any time snatch pear,F(go_to_peach)|F(snatch_pear)
5834,"['procure_pear', 'drop_orange']",when possible procure pear or drop orange,F(procure_pear)|drop_orange
4722,"['go_by_trash_can', 'go_to_peach']",always go by trash can or at some time go to peach,G(go_by_trash_can)|F(go_to_peach)
3975,"['let_go', 'collect_orange']",never let go and whenever collect orange,G(~(let_go))&F(collect_orange)
2589,"['obtain_apple', 'have_apple']",at any time obtain apple and always have apple,F(obtain_apple)&G(have_apple)
5185,"['hold_apple', 'obtain_apple']",hold apple and at any time obtain apple,hold_apple&F(obtain_apple)
3936,"['going_to_house', 'stop_by_trash_can']",at some time going to house or at any time stop by trash can,F(going_to_house)|F(stop_by_trash_can)
1973,"['come_home', 'make_way_for_tree']",at any time come home or at some time make way for tree,F(come_home)|F(make_way_for_tree)
1912,"['get_to_flag', 'venture_flag']",when possible get to flag and whenever venture flag,F(get_to_flag)&F(venture_flag)
1915,"['show_yourself_near_house', 'pick_up_orange']",whenever show yourself near house and pick up orange,F(show_yourself_near_house)&pick_up_orange
2335,"['spend_time_at_tree', 'go_to_orange_bin']",at any time spend time at tree or go to orange bin,F(spend_time_at_tree)|go_to_orange_bin
2495,"['acquire_pear', 'pick_up_apple']",when possible acquire pear and whenever pick up apple,F(acquire_pear)&F(pick_up_apple)
2305,"['grab_flag', 'keep_apple']",whenever grab flag or keep apple,F(grab_flag)|keep_apple
1575,"['travel_to_tree', 'approach_flag']",travel to tree and whenever approach flag,travel_to_tree&F(approach_flag)
1603,"['drop_apple', 'secure_apple']","when never drop apple , secure apple",G(~(drop_apple))->secure_apple
3399,"['get_close_tree', 'go_to_house']","when whenever get close tree , when possible go to house",F(get_close_tree)->F(go_to_house)
