id,propositions,nl_sentence,dataset_tl
164,"['prop_1', 'prop_2', 'prop_3']","It is always the case that in case that ( prop_2 ) , or ( prop_1 ) , then the following condition is true : starting without any delay ( prop_3 ) .",G((prop_2 | prop_1) -> prop_3)
165,"['prop_1', 'prop_2', 'prop_3']","It is not the case that ( prop_2 ) is happening until ( prop_1 ) happens at some point in the future , and ( prop_3 ) .",(~(prop_2 U prop_1) & prop_3)
166,"['prop_1', 'prop_2']",never ( prop_1 ) or when possible ( prop_2 ),G(~prop_1 | F prop_2)
167,"['prop_1', 'prop_2']",when possible ( prop_1 ) and always ( prop_2 ),F(prop_1 & G prop_2)
168,"['prop_1', 'prop_2', 'prop_3']","In the case ( prop_3 ) , or ( prop_2 ) , then instantly ( prop_1 ) .",G((prop_3 | prop_2) -> prop_1)
169,"['prop_1', 'prop_2']",at some time ( prop_1 ) or ( prop_2 ),F(prop_1 | prop_2)
170,"['prop_1', 'prop_2']",forever ( prop_1 ) or when possible ( prop_2 ),G(prop_1 | F prop_2)
171,"['prop_1', 'prop_2']","Globally , in case that the event that ( prop_1 ) gets observed then the following condition is true : ( prop_2 ) .",G(prop_1 -> prop_2)
172,"['prop_1', 'prop_2', 'prop_3']","It is always the case that while ( prop_3 ) , and the transition action that ( prop_1 ) does n't get detected then ( prop_2 ) .",G((prop_3 & prop_1) -> G prop_2)
173,"['prop_1', 'prop_2', 'prop_3']",Everytime when ( prop_3 ) or ( prop_2 ) then all of the following conditions hold : right away the transition action that ( prop_1 ) does n't happen .,G((prop_3 | prop_2) -> prop_1)
174,"['prop_1', 'prop_2', 'prop_3']","If (prop_2) is always true, then at some point either (prop_3) or (prop_1) should happen .",( G prop_2 -> (prop_3 | prop_1))
175,"['prop_1', 'prop_2', 'prop_3']","Globally , when the transition action that ( prop_2 ) happens , then the following condition holds : without any delay ( prop_1 ) and ( prop_3 ) .",G(prop_2 -> (prop_1 & prop_3))
176,"['prop_1', 'prop_2', 'prop_3', 'prop_4']","It is always the case that when ( prop_4 ) and ( prop_3 ) , then simultaneously ( prop_1 ) or the transition action that ( prop_2 ) ought to be promptly observed .",G((prop_4 & prop_3) -> (prop_1 | prop_2))
177,"['prop_1', 'prop_2', 'prop_3']","Globally , during the interval that ( prop_3 ) and ( prop_2 ) then the following condition holds : instantly ( prop_1 ) .",G((prop_3 & prop_2) -> prop_1)
178,"['prop_1', 'prop_2']",( prop_1 ) or at some time ( prop_2 ),(prop_1 | F prop_2)
179,"['prop_1', 'prop_2', 'prop_3']","On condition that the scenario that ( prop_3 ) is observed , then the following condition holds : ( prop_1 ) , and the transition action that ( prop_2 ) will be observed right away .",G(prop_3 -> (prop_1 & prop_2))
180,"['prop_1', 'prop_2', 'prop_3']","Do not do (prop_2), or if you do (prop_1), then you should do (prop_3) .",(~prop_2 | (prop_1 -> prop_3))
181,"['prop_1', 'prop_2', 'prop_3']","As soon as ( prop_3 ) , and ( prop_1 ) , then the following condition is true : instantly ( prop_2 ) .",G((prop_3 & prop_1) -> prop_2)
182,"['prop_1', 'prop_2']",when possible ( prop_1 ) or ( prop_2 ),F(prop_1 | prop_2)
183,"['prop_1', 'prop_2', 'prop_3']","Globally , whenever ( prop_1 ) , or ( prop_3 ) then the following condition is true : ( prop_2 ) .",G((prop_1 | prop_3) -> prop_2)
184,"['prop_1', 'prop_2']",Make sure you do not (prop_2) until (prop_1).,(~prop_2) U prop_1
185,"['prop_1', 'prop_2']",( prop_1 ) or at some time ( prop_2 ),(prop_1 | F prop_2)
186,"['prop_1', 'prop_2', 'prop_3']",In case that ( prop_2 ) and ( prop_3 ) then all of the following conditions hold : at the same time point ( prop_1 ) .,G((prop_2 & prop_3) -> prop_1)
187,"['prop_1', 'prop_2']",( prop_1 ) or forever ( prop_2 ),(prop_1 | G prop_2)
188,"['prop_1', 'prop_2', 'prop_3']","It is always the case that when the event that ( prop_1 ) is observed , or ( prop_3 ) then ( prop_2 ) .",G((prop_1 | prop_3) -> prop_2)
189,"['prop_1', 'prop_2']",whenever ( prop_1 ) or at some time ( prop_2 ),F(prop_1 | F prop_2)
190,"['prop_1', 'prop_2', 'prop_3']","It is always the case that whenever the transition action that ( prop_1 ) is detected , and ( prop_3 ) , then the event that ( prop_2 ) has to be detected instantly .",G((prop_1 & prop_3) -> prop_2)
191,"['prop_1', 'prop_2', 'prop_3']","It is always the case that whenever ( prop_2 ) , or ( prop_3 ) then the following condition is true : eventually the transition action that ( prop_1 ) should take place at a time in the future before the end of the execution .",G((prop_2 | prop_3) -> F prop_1)
192,"['prop_1', 'prop_2', 'prop_3']","It is always the case that if ( prop_3 ) then all of the following conditions hold : ( prop_1 ) , and ( prop_2 ) .",G(prop_3 -> (prop_1 & prop_2))
193,"['prop_1', 'prop_2']",when possible ( prop_1 ) or ( prop_2 ),F(prop_1 | prop_2)
194,"['prop_1', 'prop_2', 'prop_3']","For each time instant if ( prop_1 ) does not happen then ( prop_2 ) , or else ( prop_3 ) .",(G(~prop_1 -> prop_2) | prop_3)
195,"['prop_1', 'prop_2', 'prop_3']",On condition that ( prop_2 ) or the scenario that ( prop_1 ) takes place then all of the following conditions hold : ( prop_3 ) and consistently this scenario ought to keep in the future .,G((prop_2 | prop_1) -> G prop_3)
196,"['prop_1', 'prop_2', 'prop_3']","Whenever ( prop_3 ) and ( prop_1 ) , then the following condition holds : the scenario that ( prop_2 ) does n't occur .",G((prop_3 & prop_1) -> prop_2)
197,"['prop_1', 'prop_2', 'prop_3']",If ( prop_3 ) then ( prop_2 ) and also ( prop_1 ) .,((prop_3 -> prop_2) & prop_1)
198,"['prop_1', 'prop_2', 'prop_3', 'prop_4']","In the event that ( prop_2 ) , and ( prop_3 ) , then the following condition holds : promptly ( prop_4 ) and ( prop_1 ) .",G((prop_2 & prop_3) -> (prop_4 & prop_1))
199,"['prop_1', 'prop_2', 'prop_3']","Globally , during the interval that ( prop_1 ) and ( prop_2 ) , then the following condition is true : at a time in the future before the end of the simulation , ( prop_3 ) then consistently this condition will be continuing for each moment within the next 27 to 66 time units .",G((prop_1 & prop_2) -> F( G prop_3))
200,"['prop_1', 'prop_2']",( prop_1 ) or ( prop_2 ),(prop_1 | prop_2)
201,"['prop_1', 'prop_2', 'prop_3']",It is always the case that whenever ( prop_1 ) then the following condition holds : the event that ( prop_3 ) must immediately take place and ( prop_2 ) .,G(prop_1 -> (prop_3 & prop_2))
202,"['prop_1', 'prop_2', 'prop_3']","Whenever the transition action that ( prop_1 ) happens , then the following condition is true : ( prop_3 ) , or without any delay ( prop_2 ) .",G(prop_1 -> (prop_3 | prop_2))
203,"['prop_1', 'prop_2', 'prop_3']","It is always the case that when the event that ( prop_2 ) is detected , then the following condition holds : at the same time instant the event that ( prop_3 ) will happen , or at the same moment ( prop_1 ) .",G(prop_2 -> (prop_3 | prop_1))
204,"['prop_1', 'prop_2', 'prop_3']","Globally , in case that ( prop_1 ) and ( prop_2 ) , then the following condition holds : there will have to be a time in the future before the simulation ends , at which ultimately ( prop_3 ) .",G((prop_1 & prop_2) -> F prop_3)
205,"['prop_1', 'prop_2', 'prop_3']","Globally , if the scenario that ( prop_3 ) is observed and ( prop_2 ) then the following condition holds : instantly ( prop_1 ) .",G((prop_3 & prop_2) -> prop_1)
206,"['prop_1', 'prop_2', 'prop_3']","Globally , if ( prop_3 ) , and ( prop_1 ) then all of the following conditions hold : ( prop_2 ) .",G((prop_3 & prop_1) -> prop_2)
207,"['prop_1', 'prop_2', 'prop_3']","If ( prop_2 ) is true and the event ( prop_1 ) is detected, then ( prop_3 ) is also true.",G((prop_2 & prop_1) -> prop_3)
208,"['prop_1', 'prop_2', 'prop_3']","In the case the scenario that ( prop_2 ) is observed , then ( prop_3 ) and ( prop_1 ) .",G(prop_2 -> (prop_3 & prop_1))
209,"['prop_1', 'prop_2', 'prop_3']","It is always the case that when the event that ( prop_1 ) gets detected and ( prop_2 ) , then ( prop_3 ) .",G((prop_1 & prop_2) -> prop_3)
210,"['prop_1', 'prop_2', 'prop_3']","Globally , when the event that ( prop_1 ) is detected then in response instantly the event that ( prop_3 ) shall be detected , and ( prop_2 ) .",G(prop_1 -> (prop_3 & prop_2))
211,"['prop_1', 'prop_2', 'prop_3']","It is always the case that everytime when ( prop_3 ) , and ( prop_2 ) , then in response there will finally exist sometime in the future before the end of the execution , at which uninterruptedly ( prop_1 ) .",G((prop_3 & prop_2) -> F( G prop_1))
212,"['prop_1', 'prop_2', 'prop_3']",If ( prop_3 ) or the scenario that ( prop_1 ) occurs then in response the scenario that ( prop_2 ) is instantly detected .,G((prop_3 | prop_1) -> prop_2)
213,"['prop_1', 'prop_2', 'prop_3']","As soon as the scenario that ( prop_1 ) is detected , then all of the following conditions are true : ( prop_2 ) , and at once ( prop_3 ) .",G(prop_1 -> (prop_2 & prop_3))
214,"['prop_1', 'prop_2', 'prop_3']","Everytime when ( prop_2 ) , or ( prop_1 ) then the following condition is true : ( prop_3 ) .",G((prop_2 | prop_1) -> prop_3)
215,"['prop_1', 'prop_2']",at some time ( prop_1 ) or at some time ( prop_2 ),F(prop_1 | F prop_2)
216,"['prop_1', 'prop_2', 'prop_3']","Globally , everytime when ( prop_1 ) or the scenario that ( prop_2 ) takes place , then all of the following conditions are true : immediately ( prop_3 ) .",G((prop_1 | prop_2) -> prop_3)
217,"['prop_1', 'prop_2', 'prop_3']","In case that ( prop_1 ) , and ( prop_2 ) , then all of the following conditions hold : there will have to be a certain time point in the future eventually , at which ( prop_3 ) and then uninterruptedly this condition will remain for each time point in the subsequent 14 to 14 time units .",G((prop_1 & prop_2) -> F( G prop_3))
218,"['prop_1', 'prop_2', 'prop_3']","Globally , if ( prop_2 ) , and ( prop_1 ) then all of the following conditions hold : immediately the transition action that ( prop_3 ) must be observed .",G((prop_2 & prop_1) -> prop_3)
219,"['prop_1', 'prop_2']",always ( prop_1 ) can infer that at some time ( prop_2 ),( G prop_1 -> F prop_2)
220,"['prop_1', 'prop_2']",whenever ( prop_1 ) and ( prop_2 ),F(prop_1 & prop_2)
221,"['prop_1', 'prop_2']",at any time ( prop_1 ) and whenever ( prop_2 ),F(prop_1 & F prop_2)
222,"['prop_1', 'prop_2', 'prop_3']",As soon as ( prop_3 ) then the following condition holds : ( prop_2 ) and then consistently this scenario has to last till ultimately ( prop_1 ) .,G(prop_3 -> (prop_2 U prop_1))
223,"['prop_1', 'prop_2']",whenever ( prop_1 ) or at some time ( prop_2 ),F(prop_1 | F prop_2)
224,"['prop_1', 'prop_2', 'prop_3']","Globally , in case that the scenario that ( prop_1 ) is observed , then all of the following conditions hold : ( prop_2 ) then this condition should remain consecutively until ( prop_3 ) .",G(prop_1 -> (prop_2 U prop_3))
225,"['prop_1', 'prop_2', 'prop_3']","If the transition action that ( prop_2 ) gets observed , then the following condition holds : ( prop_3 ) , or the scenario that ( prop_1 ) must be detected in no time .",G(prop_2 -> (prop_3 | prop_1))
226,"['prop_1', 'prop_2', 'prop_3']","On condition that the scenario that ( prop_3 ) occurs , then all of the following conditions hold : ( prop_2 ) or in no time ( prop_1 ) .",G(prop_3 -> (prop_2 | prop_1))
227,"['prop_1', 'prop_2', 'prop_3', 'prop_4']","It is always the case that in case that the scenario that ( prop_1 ) happens and ( prop_4 ) , then the following condition is true : at the same time ( prop_2 ) , or the transition action that ( prop_3 ) must take place at the same moment .",G((prop_1 & prop_4) -> (prop_2 | prop_3))
228,"['prop_1', 'prop_2']",at some time ( prop_1 ) or at some time ( prop_2 ),F(prop_1 | F prop_2)
229,"['prop_1', 'prop_2', 'prop_3']","Everytime when the scenario that ( prop_2 ) takes place then ( prop_1 ) , or promptly ( prop_3 ) .",G(prop_2 -> (prop_1 | prop_3))
230,"['prop_1', 'prop_2', 'prop_3']",Whenever the scenario that ( prop_3 ) is detected then the following condition holds : in no time ( prop_2 ) and ( prop_1 ) .,G(prop_3 -> (prop_2 & prop_1))
231,"['prop_1', 'prop_2', 'prop_3']","When ( prop_1 ) , and ( prop_2 ) , then in no time ( prop_3 ) .",G((prop_1 & prop_2) -> prop_3)
232,"['prop_1', 'prop_2', 'prop_3']","Globally , in case that the transition action that ( prop_3 ) occurs , then the following condition holds : ( prop_1 ) , and promptly ( prop_2 ) .",G(prop_3 -> (prop_1 & prop_2))
233,"['prop_1', 'prop_2']",at any time ( prop_1 ) or when possible ( prop_2 ),F(prop_1 | F prop_2)
234,"['prop_1', 'prop_2']",at any time ( prop_1 ) or when possible ( prop_2 ),F(prop_1 | F prop_2)
235,"['prop_1', 'prop_2']",whenever ( prop_1 ) and whenever ( prop_2 ),F(prop_1 & F prop_2)
236,"['prop_1', 'prop_2', 'prop_3']","If ( prop_1 ) , then in response ( prop_3 ) and ( prop_2 ) .",G(prop_1 -> (prop_3 & prop_2))
237,"['prop_1', 'prop_2', 'prop_3']","Everytime when ( prop_1 ) , or ( prop_2 ) , then all of the following conditions are true : at sometime in the future before the simulation ends , ( prop_3 ) and this condition shall uninterruptedly hold for each moment in the subsequent 88 time units .",G((prop_1 | prop_2) -> F( G prop_3))
238,"['prop_1', 'prop_2', 'prop_3']","Globally , if the scenario that ( prop_3 ) gets observed then all of the following conditions are true : ( prop_2 ) and ( prop_1 ) .",G(prop_3 -> (prop_2 & prop_1))
239,"['prop_1', 'prop_2', 'prop_3']","On condition that ( prop_2 ) or the scenario that ( prop_3 ) is observed , then the following condition holds : the event that ( prop_1 ) must be immediately detected .",G((prop_2 | prop_3) -> prop_1)
240,"['prop_1', 'prop_2', 'prop_3']","It is always the case that everytime when the event that ( prop_1 ) is detected then the following condition holds : ( prop_3 ) , and at once the event that ( prop_2 ) never occurs .",G(prop_1 -> (prop_3 & prop_2))
241,"['prop_1', 'prop_2', 'prop_3']","Globally , during the interval that ( prop_2 ) , or ( prop_1 ) , then all of the following conditions are true : ( prop_3 ) .",G((prop_2 | prop_1) -> prop_3)
242,"['prop_1', 'prop_2', 'prop_3']","Globally , during the interval that ( prop_3 ) , and ( prop_1 ) , then in response at once the scenario that ( prop_2 ) shall never be detected .",G((prop_3 & prop_1) -> prop_2)
243,"['prop_1', 'prop_2', 'prop_3']","Everytime when ( prop_3 ) and ( prop_1 ) then the following condition is true : for every moment in the future , the transition action that ( prop_2 ) is observed ultimately at a certain time instant starting at most 14 time units .",G((prop_3 & prop_1) -> G( F prop_2))
244,"['prop_1', 'prop_2', 'prop_3']","If ( prop_2 ) or ( prop_1 ) then all of the following conditions hold : there finally exists a certain time instant in the future before the end of the execution , after which ( prop_3 ) .",G((prop_2 | prop_1) -> F( G prop_3))
245,"['prop_1', 'prop_2']",when possible ( prop_1 ) until ( prop_2 ),F(prop_1 U prop_2)
246,"['prop_1', 'prop_2', 'prop_3']",In the event that ( prop_1 ) and ( prop_3 ) then in response without any delay ( prop_2 ) .,G((prop_1 & prop_3) -> prop_2)
247,"['prop_1', 'prop_2', 'prop_3']",Whenever ( prop_2 ) and ( prop_3 ) then all of the following conditions are true : right away ( prop_1 ) .,G((prop_2 & prop_3) -> prop_1)
248,"['prop_1', 'prop_2', 'prop_3', 'prop_4']","Everytime when ( prop_4 ) , or ( prop_2 ) then the following condition holds : ( prop_1 ) , and starting without any delay ( prop_3 ) .",G((prop_4 | prop_2) -> (prop_1 & prop_3))
249,"['prop_1', 'prop_2']",when possible ( prop_1 ) until whenever ( prop_2 ),F(prop_1 U F prop_2)
250,"['prop_1', 'prop_2']",at any time ( prop_1 ) or when possible ( prop_2 ),F(prop_1 | F prop_2)
251,"['prop_1', 'prop_2', 'prop_3']","If either (prop_1) or (prop_3), then make sure (prop_2) doesn't happen .",((prop_1 | prop_3) -> ~prop_2)
252,"['prop_1', 'prop_2', 'prop_3', 'prop_4']","(prop_4) happens and continues until (prop_1), and if (prop_2) then (prop_3) .",((prop_4 U prop_1) & (prop_2 -> prop_3))
253,"['prop_1', 'prop_2', 'prop_3']","Globally , in case that ( prop_2 ) and ( prop_3 ) then ( prop_1 ) .",G((prop_2 & prop_3) -> prop_1)
254,"['prop_1', 'prop_2']",never ( prop_1 ) until whenever ( prop_2 ),G(~prop_1 U F prop_2)
255,"['prop_1', 'prop_2', 'prop_3']","Globally , during the interval that ( prop_1 ) and ( prop_3 ) then the following condition holds : there will have to eventually exist a certain moment in the future before the simulation ends , at which ( prop_2 ) .",G((prop_1 & prop_3) -> F prop_2)
256,"['prop_1', 'prop_2']",at some time ( prop_1 ) and ( prop_2 ),F(prop_1 & prop_2)
257,"['prop_1', 'prop_2']",Everytime when ( prop_1 ) then in response immediately ( prop_2 ) .,G(prop_1 -> prop_2)
258,"['prop_1', 'prop_2', 'prop_3', 'prop_4']","Globally , everytime when ( prop_2 ) and ( prop_3 ) , then all of the following conditions are true : ( prop_4 ) and ( prop_1 ) .",G((prop_2 & prop_3) -> (prop_4 & prop_1))
259,"['prop_1', 'prop_2']",at any time ( prop_1 ) and at some time ( prop_2 ),F(prop_1 & F prop_2)
260,"['prop_1', 'prop_2', 'prop_3']","Globally , everytime when the scenario that ( prop_1 ) does n't get observed and ( prop_3 ) then the following condition is true : ( prop_2 ) .",G((prop_1 & prop_3) -> prop_2)
261,"['prop_1', 'prop_2']","when ( prop_1 ) , at some time ( prop_2 )",(prop_1 -> F prop_2)
262,"['prop_1', 'prop_2', 'prop_3']","Globally , everytime when ( prop_3 ) , or ( prop_2 ) then the following condition holds : immediately ( prop_1 ) .",G((prop_3 | prop_2) -> prop_1)
263,"['prop_1', 'prop_2']","if ( prop_1 ) , at any time ( prop_2 )",(prop_1 -> F prop_2)
264,"['prop_1', 'prop_2']",whenever ( prop_1 ) or repeatedly ( prop_2 ),F(prop_1 | G( F prop_2))
265,"['prop_1', 'prop_2', 'prop_3']","Globally , if ( prop_1 ) , then instantly ( prop_3 ) , and the transition action that ( prop_2 ) has to take place at the same time .",G(prop_1 -> (prop_3 & prop_2))
